Details of Films,,,,,,,,,,Ownership Details,,,,,,Exploitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTERNET RIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Satellite TV,,,,,,,Satellite TV History,,,,,,,DTH VOD,,,,,,,Terrestrial TV,,,,,,,SVOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TVOD,,,,,,,AVOD,,,,,,,,,,,,,,FVOD,,,,,,
Production No,Movie Name,Cast Details,Director,Production House,Language,Release Year,YT Trailer Link,Certification,Color/B/W,Jointly Owned,Jointly Owned by,Revenue Share,Joint Buy Back date,Remarks,Actionables,Platform/License,Category,Nature Of Rights,Start Date,End Date,Territory,Holdbacks,Platform/License,Category, Nature Of Rights, Start Date, End Date,Territory,Holdbacks,Platform/License,Category,Nature of Rights, Start Date, End Date,Territory,Holdbacks,Platform/License,Category,Nature of Rights,Start Date,End Date,Territory,Holdbacks ,Platform - Viacom 18,Category,Nature of Rights,Start Date,End Date,Territory,Holdbacks,Platform - Prime Videos,Category,Nature of Rights,Start Date,End Date,Territory,Holdbacks,Platform - Hotstar,Category,Nature of Rights,Start Date,End Date,Territory,Holdbacks,Platform - Hoichoi,Category,Nature of Rights,Start Date,End Date,Territory,Holdbacks,Platform - Hungama,Category,Nature of Rights,Start Date,End Date,Territory,Holdbacks,Platform/License,Category,Nature Of Rights,Start Date,End Date, Territory,Holdbacks,Platform/License,Category,Nature Of Rights,Start Date,End Date, Territory,Holdbacks,Youtube,Category,Nature Of Rights,Start Date,End Date,Territory,Holdbacks,Platform/License,Category,Nature Of Rights,Start Date,End Date, Territory,Holdbacks
88,Khawto,"Prosenjit Chatterjee, Raima Sen, Paoli Dam, Tridha Choudhury",Kamaleswar Mukherjee,SVF,Bengali,22-Jul-16,https://www.youtube.com/watch?v=OMpDrD3F_7s,A,,No,,,,Unexploitable,,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,"iTunes
Google Play",N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
135,Khela Jawkhon,"Mimi Chakraborty, Arjun Chakraborty, Susmita Chatterjee",Arindam Sil,"SVF, Camellia ,  Rajpratim",Bengali,2-Dec-22,https://www.youtube.com/watch?v=pXp6QegNmXc&t=24s,UA,,Yes,SVF,30-30-40,2-Dec-27,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-exclusive,18-Nov-24,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Viacom,N/A,N/A,18-Nov-24,31-Mar-29,World,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
94,Ki Kore Toke Bolbo,"Ankush Hazra, Mimi Chakraborty",Ravi Kinagi,SVF,Bengali,12-Feb-16,https://www.youtube.com/watch?v=gb2siogeY5E,U/A,,No,,,,,,STAR,Star BB,Exclusive,22-May-21,21-May-26,World,,N/A,N/A,N/A,N/A,N/A,N/A,,Star,"BB
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,22-May-21,21-May-26,World,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
94,Ki Kore Toke Bolbo  (Oriya),"Ankush Hazra, Mimi Chakraborty",Ravi Kinagi,SVF,Oriya,Unreleased,N/A,Uncensored,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
166,Killbill Society,"Parambrata Chatterjee, Koushani Mukherjee, Sandipta Sen",Srijit Mukherji,SVF,Bengali,11-Apr-25,https://www.youtube.com/watch?v=TLZN1Hwr_oY&ab_channel=SVF,UA,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,13-Jun-25,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
25,Kranti,"Jeet, Swastika Mukherjee",Ringo Banerjee,SVF- Prop,Bengali,19-Jan-07,https://www.youtube.com/watch?v=97cHlK_4IY0,U/A,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,14-Dec-17,31-Mar-23,World,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
155,Kuler Achaar,"Madhumita Chakraborty, Vikram Chatterjee, Indrani Haldar",Sudeep Das,SVF,Bengali,15-Jul-22,https://www.youtube.com/watch?v=eOzgWc5Yx18,U,,No,,,,,,STAR,Star BB,Exclusive,15-Sep-22,14-Sep-29,World,Terrestrial Right (Until first telecast of respective licensed films on channels),N/A,N/A,N/A,N/A,N/A,N/A,,Star,"BB
(DTH Addendum)",Exclusive,25-Mar-23,24-Mar-24,World,Terrestrial Right (Until first telecast of respective licensed films on channels),Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,15-Sep-22,14-Sep-29,World,,Yes,N/A,Non-Exclusive,9-Sep-22,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
52,Le Halua Le,"Mithun Chakraborty, Soham Chakraborty, Payel Sarkar, Hiraan Chatterjee",Raja Chanda,SVF,Bengali,13-Apr-12,https://youtu.be/AQnyvWcaYUg?si=5ov3UoxpGcI3Pt8s,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,14-Dec-17,31-Mar-23,World,,Star,"LIBRARY
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
52,Le Halua Le  (Oriya),"Mithun Chakraborty, Soham Chakraborty, Payel Sarkar, Hiraan Chatterjee",Raja Chanda,SVF,Oriya,Unreleased,N/A,Uncensored,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
29,Love,"Jisshu Sengupta, Koel Mallick",Ringo Banerjee,SVF- Prop,Bengali,11-Jul-08,https://www.youtube.com/watch?v=kDHfQvel8TQ,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,14-Dec-17,31-Mar-23,World,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
141,Love Aaj Kal Porshu,"Arjun Chakraborty, Paoli Dam, Anindita Bose, Madhumita",Pratim D Gupta,SVF,Bengali,14-Feb-20,https://www.youtube.com/watch?v=RZZHhQ5Zeps,U/A,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
66,Majnu,"Hiran Chatterjee, Srabanti Chatterjee, Biswajit Chakraborty, Supriyo Dutta",Rajib Biswas,SVF,Bengali,22-Nov-13,https://www.youtube.com/watch?v=yhQt3e3SsGc,U,,No,,,,,,STAR,Star BB,Exclusive,1-Oct-20,30-Sep-25,World,2‑month holdback from first telecast,N/A,N/A,N/A,N/A,N/A,N/A,,Star,"BB
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Oct-20,30-Sep-25,World,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
19,Mastan,"Jeet, Swastika Mukherjee",Ravi Kinagi,SVF- Prop,Bengali,21-Oct-04,N/A,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,14-Dec-17,31-Mar-23,World,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
3,Mayer Bandhan,"Prosenjit Chatterjee, Srabanti Chatterjee, Rituparna Sengupta, Satabdi Roy, Rabi Ghosh, Soham Chakraborty",Swapan Saha,SVF- Prop,Bengali,15-Aug-97,N/A,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,14-Dec-17,31-Mar-23,World,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
59,Meghe Dhaka Tara,"Saswata Chatterjee, Ananya Chatterjee, Abir Chatterjee",Kamleshwar Mukharjee,SVF,Bengali,14-Jun-13,https://www.youtube.com/watch?v=ZT5UEzQeDGg,U/A,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
59,Meghe Dhaka Tara (Hindi) (Ek Tuta Hua Tara),"Saswata Chatterjee, Ananya Chatterjee, Abir Chatterjee",Kamleshwar Mukharjee,SVF,Hindi,Unreleased,N/A,UA,,No,,,,"STAR holdback (Terrestrial TV, From 11.12.02.2018 to 10.12.2028), STAR holdback ( TVOD, From 11.12.2018 to 10.12.2028)",,Open,N/A,N/A,N/A,N/A,N/A,,Star,Hindi Addendum,Exclusive,11-Dec-18,10-Dec-23,World,,Star,Hindi Addendum,Exclusive,11-Dec-18,10-Dec-28,World,,N/A,N/A,N/A,11-Dec-18,10-Dec-23,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,11-Dec-18,10-Dec-28,World,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,11-Dec-18,10-Dec-28,World,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
40,Memories In March,"Deepti Naval, Rituparno Ghosh, Raima Sen",Sanjoy Nag,SVF,Bengali,1-Apr-11,https://www.youtube.com/watch?v=kMii_99_HbE,U/A,,No,,,,"STAR holdback (Terrestrial TV, From 28.02.2019 to 27.02.2029), STAR Holdback ( TVOD, From 28.02.2019 to 27.02.2029)",,STAR,Hindi Addendum,Exclusive,28-Feb-19,27-Feb-29,World,2‑month holdback from first telecast,N/A,N/A,N/A,N/A,N/A,N/A,,Star,Hindi Addendum,Exclusive,28-Feb-19,27-Feb-29,World,,N/A,N/A,N/A,28-Feb-19,27-Feb-29,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,28-Feb-19,27-Feb-29,World,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,28-Feb-19,27-Feb-29,World,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
26,Minister Phatakesto,"Mithun Chakraborty, Koel Mallick, Debashree Roy, Soumitra Chatterjee",Swapan Saha,SVF- Prop,Bengali,8-Aug-07,https://www.youtube.com/watch?v=g9S8f-YsA6k&ab_channel=SVF,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,14-Dec-17,31-Mar-23,World,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
56,Mishwar Rohoshyo,"Prosenjit Chatterjee, Swastika Mukherjee, Aryann Bhowmick, Tridha Choudhury, Rajit Kapur, Indraneil Sengupta, Rajesh Sharma",Srijit Mukherji,SVF,Bengali,11-Oct-13,https://youtu.be/HFfUfbJVz8U?si=m0Yf4XetzDEYwubw,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,31-Jan-19,31-Mar-23,World,2‑month holdback from first telecast,Star,"BB
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
22,MLA Phatakesto,"Mithun Chakraborty, Koel Mallick, Debashree Roy, Soumitra Chatterjee",Swapan Saha,SVF- Prop,Bengali,23-Jun-08,N/A,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,14-Dec-17,31-Mar-23,World,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
130,Mon Jaane Na,"Yash Dasgupta, Mimi Chakraborty",Shagufta Rafique,SVF,Bengali,21-Mar-19,https://www.youtube.com/watch?v=Wy-KQT0ReKc,U/A,,No,,,,,,VIACOM,Viacom Library,Exclusive,11-Jul-24,10-Jul-30,World,,Star,Star BB,Exclusive,26-May-19,25-May-24,World,2‑month holdback from first telecast,Star,"LIBRARY
(DTH Addendum)",N/A,18-Jan-22,17-Jan-24,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,11-Jul-24,10-Jul-30,World,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,25-Aug-19,10-Jul-24,World,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
130,Mon Jaane Na (Bhojpuri) (Taxiwala),"Yash Dasgupta, Mimi Chakraborty",Shagufta Rafique,SVF,Bhojpuri,Unreleased,N/A,UA,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
147,Mukhosh,Anirban Bhattacharya,Birsa Das Gupta,SVF,Bengali,19-Aug-21,https://www.youtube.com/watch?v=k2auzjsaVNc,U/A,,No,,,,Internet Rights holdback for all pltforms for territory of Taiwan- Internet Rights shared exclusive between Time Vision and Amazon Prime,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,17-Sep-21,16-Sep-26,World,,No,N/A,N/A,N/A,N/A,N/A,,"Time Vission
+
Prime Channel",N/A,N/A,1-Dec-21,30-Nov-24,Taiwan,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Shared- Exclusive with Prime Videos,1-Dec-21,30-Nov-24,Taiwan,,Open,,,,,,Yes
5,Nag Nagini,"Rituparna Sengupta, Abhishek Chatterjee",Swapan Saha,SVF- Prop,Bengali,25-Sep-98,N/A,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,14-Dec-17,31-Mar-23,World,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
107,Naqaab,"Shakib Khan, Nusrat Jahan, Sayantika Banerjee",Rajib Biswas,SVF,Bengali,21-Sep-18,https://www.youtube.com/watch?v=SpWwk5KMB0M,U/A,,No,,,,,,VIACOM,Viacom Library,Exclusive,25-Nov-23,23-Nov-29,World,,Star,Star BB,Exclusive,25-Nov-18,24-Nov-23,World,2‑month holdback from first telecast,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,25-Nov-23,23-Nov-29,World,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,25-Nov-18,24-Nov-23,World,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
83,Nirbaak,"Sushmita Sen, Jisshu Sengupta, Ritwick",Srijit Mukherji,SVF,Bengali,1-May-15,https://www.youtube.com/watch?v=12RR24GqPyk&t=10s,U/A,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,"iTunes
Google Play",N/A,N/A,N/A,N/A,N/A,,Viacom,N/A,N/A,1-Apr-24,31-Mar-29,World,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
75,Nirbasito,"Churni Ganguly, Saswata Chatterjee, Raima Sen, Lars Bethke, Lia Boysen",Churni Ganguly,SVF,Bengali,14-Aug-14,https://www.youtube.com/watch?v=Iang3nizjTE&t=5s,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Viacom,N/A,N/A,1-Apr-24,31-Mar-29,World,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
N/A,Noor Jahan,"Adrit Roy, Puja Cherry",Abhimanyu Mukherjee,"SVF , Raj Chakraborty Productions",Bengali,16-Feb-18,https://www.youtube.com/watch?v=U8eXkZU6fBk ,U,,Yes,SVF,100-0,16-Feb-29,"SVF owns 100% rights in the Film for 11 years from release (till 15-Feb, 2029] post that rights would be shared between SVF and Raj Chakraborty Productions in 50:50 for perpetuity",,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,7-May-18,31-Mar-23,World,,Star,"LIBRARY
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
